날짜          원/미국달러
2026-03-30      1508.10
2026-03-31      1513.40
2026-04-01      1530.50
2026-04-02      1507.80
2026-04-03      1518.80
2026-04-06      1507.60
2026-04-07      1507.20
2026-04-08      1506.80
2026-04-09      1476.10
2026-04-10      1481.10
2026-04-13      1479.80
2026-04-14      1489.80
2026-04-15      1481.40
2026-04-16      1473.10
2026-04-17      1472.60
2026-04-20      1480.00
2026-04-21      1475.60
2026-04-22      1470.80
2026-04-23      1477.60
2026-04-24      1480.60
2026-04-27      1482.90
2026-04-28      1473.10
2026-04-29      1473.30
2026-04-30      1476.10
2026-05-04      1484.80
2026-05-06      1470.50
2026-05-07      1456.80
2026-05-08      1450.80
2026-05-11      1466.00
2026-05-12      1473.00
2026-05-13      1484.30
2026-05-14      1495.10
2026-05-15      1491.80
2026-05-18      1499.80
2026-05-19      1503.40
2026-05-20      1503.80
2026-05-21      1509.70
2026-05-22      1503.50
2026-05-26      1513.30
2026-05-27      1507.90
2026-05-28      1501.60
2026-05-29      1505.80
2026-06-01      1503.20
2026-06-02      1511.30
2026-06-04      1515.60
2026-06-05      1528.60
2026-06-08      1543.00
2026-06-09      1546.50
2026-06-10      1518.40
2026-06-11      1522.40
2026-06-12      1527.00
2026-06-15      1520.40
2026-06-16      1510.00
2026-06-17      1513.50
2026-06-18      1512.80
2026-06-19      1523.40
2026-06-22      1535.00
2026-06-23      1535.70
2026-06-24      1537.20
2026-06-25      1538.30
2026-06-26      1545.30
2026-06-29      1544.20
2026-06-30      1541.50
2026-07-01      1548.40
2026-07-02      1554.40
2026-07-03      1554.10
2026-07-06      1539.70
2026-07-07      1531.80
2026-07-08      1526.60
2026-07-09      1509.90
2026-07-10      1504.20
2026-07-13      1507.10
2026-07-14      1504.90
2026-07-15      1492.20
2026-07-16      1488.80
2026-07-20      1484.30
2026-07-21      1482.00
2026-07-22      1475.60
2026-07-23      1480.90
2026-07-24      1469.40
2026-07-27      1466.30
2026-07-28      1465.40
2026-07-29      1466.20
2026-07-30      1450.10
2026-07-31      1441.10
